"","genes","logFC","logCPM","F","PValue","FDR"
"29637","PLCG1",0.678254547496015,5.6264531266784,20.5257646928527,0.000162892268937304,0.00200858045160973
"31202","RNA5-8S5",1.63909123569329,3.39186630225903,20.5146605506102,0.000163381893072834,0.00201356914029117
"35877","UMPS",0.617316035147511,4.79681792058296,20.4993947173087,0.000164057651099259,0.002020845416116
"23998","LOC100505865",1.59175336867124,0.588569985490452,20.4918613998995,0.000164392246997998,0.00202391390934873
"33404","SOGA3",-1.74328639265095,3.48780201593956,20.4889793081055,0.000164520453779158,0.00202443957547898
"13105","ENSG00000253675.1",-1.89511825776479,-1.16736801000144,20.4832891445039,0.000164773895785379,0.00202650492608771
"19148","ERBB2IP",-0.658652563562331,6.88471612012368,20.4796629164822,0.000164935632047622,0.0020274408560371
"33213","SNORD19",1.11745114009183,0.82216512147005,20.4768834298279,0.00016505971965718,0.00202791326563764
"22423","JPH1",1.5407501814406,3.98968565200605,20.4672341388031,0.00016549129634059,0.00203216101704537
"30065","PPP4C",0.716893749934551,5.16972554412216,20.4612570129209,0.000165759249639583,0.00203418814300381
"32319","SIX4",1.75505900466665,0.811759644166045,20.4590592532606,0.000165857894006929,0.00203418814300381
"17807","ENSG00000267650.1",1.42891583694012,0.491101869072149,20.4578067160295,0.000165914141674355,0.00203418814300381
"20826","GOLGA8O",-1.05302502293055,3.3017330648061,20.4518359970527,0.000166182555513729,0.00203642443156705
"30791","RAP1A",-0.706139581797749,4.75488404417782,20.4482390559933,0.000166344485273501,0.00203735421047601
"19692","FAM98A",0.732047645974282,4.20330460231257,20.4429625995738,0.00016658233698433,0.0020392124240455
"15149","ENSG00000259368.1",-1.75331497361848,-1.2144151440548,20.4396260501266,0.000166732933640184,0.00203924584285973
"30545","PTPRS",-1.023279604108,4.65189240962047,20.4390856925134,0.000166757336928255,0.00203924584285973
"17829","ENSG00000267688.1",-0.852968569325438,3.21752600500518,20.432645997518,0.000167048463178753,0.00204175135041662
"27597","NCAPD3",1.02228450881675,4.61757571778753,20.4196062799926,0.000167639667384632,0.0020479200853102
"33672","SRD5A1",1.19314180703065,3.76687193156537,20.4055133071978,0.000168281198705136,0.00205469694654157
"20121","FNBP1",-1.14492016560617,5.34095479609782,20.402486310026,0.000168419341693198,0.0020552202616429
"34454","TF",-1.88041539801211,-0.511175019911343,20.4007710053237,0.000168497678050638,0.0020552202616429
"22134","IL4I1",1.03933404906872,2.83991914770493,20.3925021199229,0.00016887586971532,0.00205877251056139
"22049","IKBIP",1.0244139516203,3.55196010170952,20.3817855579288,0.000169367391793608,0.00206370200757266
"24343","LOC286190",1.0566792039605,2.36729791897665,20.3781159667415,0.000169536059365749,0.00206469455014614
"24502","LOC440925",1.85455348436101,0.372325606608272,20.3719338864985,0.000169820625478989,0.00206697240855414
"12156","ENSG00000249713.1",-1.21157657388174,-0.442235870927292,20.3702611863334,0.000169897710962887,0.00206697240855414
"3801","COL6A3",1.48426076442571,9.22208008987462,20.3637436661224,0.000170198432576333,0.00206956748394694
"27711","NEBL",1.68502835170992,5.50534954594833,20.3578556575687,0.000170470608716653,0.00207181296784741
"29451","PI3",2.50466714991519,4.66369138215014,20.3520307346404,0.000170740337109693,0.00207374564858645
"31850","SCIN",-1.82325342352956,4.48074781444753,20.3506397738898,0.000170804815828662,0.00207374564858645
"33675","SRD5A3",1.1582295587799,3.51811163913968,20.3483611338882,0.000170910500934838,0.00207396520227181
"11624","ENSG00000247828.3",-0.943395653788264,3.47854405887973,20.3413194834025,0.000171237550399796,0.00207686936768196
"9282","ENSG00000233363.1",-2.00074776635922,-1.10783940925959,20.332952237241,0.000171627057203151,0.0020805276903659
"3553","CLDN23",-1.43227112237626,4.97554080321171,20.3152254595108,0.000172455467683365,0.00208950010102541
"5483","ENHO",-1.83723441621746,0.354691025444269,20.3047744787021,0.000172945912735428,0.00209437058005691
"24349","LOC286437",-0.846667252547781,2.06651234793164,20.2965709458562,0.000173331957801865,0.00209797244425314
"31561","RQCD1",0.753795503817262,5.3697864076317,20.2859445255467,0.000173833421639201,0.00210296691737766
"35109","TOMM6",1.02980549350003,4.90343340564268,20.2826985528811,0.000173986916187634,0.00210374884614006
"19558","FAM227A",1.15573631682462,0.943426241631547,20.2774700508938,0.000174234471711271,0.002105498071003
"4226","CUL7",0.632493503353487,4.82409062585026,20.2758880815363,0.00017430944959518,0.002105498071003
"3774","COL19A1",-2.47284554312651,1.85754556732974,20.2709298845161,0.000174544673428189,0.0021062862216215
"2620","CARHSP1",0.658630878382003,4.67456490804142,20.2707622527592,0.000174552632178306,0.0021062862216215
"21080","GRPEL1",1.03232178072611,4.66753155546625,20.264268902535,0.000174861226359779,0.00210893506575027
"32170","SGOL1",1.18797572233816,2.66419118753843,20.261336495166,0.000175000783499588,0.00210954355873358
"4990","DOLK",0.704869833829921,3.6682911359278,20.2556775555171,0.000175270444370263,0.00211171896715825
"3471","CHSY1",0.914426216168721,5.0525776600614,20.250662694466,0.000175509793285167,0.00211352713938267
"29831","POLQ",1.26449157685976,4.1839165915521,20.2461839885972,0.000175723854807368,0.00211502911162402
"5477","ENDOD1",-1.33575616980102,6.3060380794412,20.2343154453957,0.000176292498600114,0.0021207951749785
"20504","GCG",-3.62494718367862,3.6440465251425,20.2295400416253,0.000176521864470559,0.00212247594786211
"31034","RFC4",0.963965968137212,3.06487037698822,20.2145209099561,0.000177245373364119,0.00213009350984544
"12360","ENSG00000250320.1",-1.5099135141797,1.8947506940924,20.1998162372031,0.000177956876922772,0.00213755913807541
"27492","NAALAD2",-1.33562064219639,0.702119137491083,20.1951722989436,0.000178182228067017,0.0021382738550432
"31892","SCUBE2",-1.64517132953885,2.54849473267173,20.1942244468616,0.000178228261751757,0.0021382738550432
"19941","FHL2",0.907737313738068,5.59869809732441,20.1930085546805,0.000178287332200856,0.0021382738550432
"30381","PSMA1",0.592487718389576,5.5213210777171,20.1891366310439,0.000178475580606792,0.00213944778271686
"32886","SMYD3",0.772037392029751,2.54148705341637,20.1860270414048,0.000178626922613249,0.00214017833647199
"27193","MSC",1.48830159335664,2.59792258431262,20.171895828195,0.000179316451249557,0.00214601778168616
"11671","ENSG00000248175.1",-0.849623929454936,2.4317331839985,20.1624120344463,0.000179780842401281,0.00214601778168616
"34899","TMEM41A",0.806208317499906,3.97822835033235,20.161887309099,0.000179806574899784,0.00214601778168616
"1450","B3GNTL1",0.859055020578978,1.23068064881179,20.161532834939,0.000179823960570205,0.00214601778168616
"24065","LOC100506776",-1.37888405197666,1.39926537228399,20.1613049478267,0.000179835138576427,0.00214601778168616
"28969","PAQR5",-1.09485882692717,4.77648217848309,20.1612992901252,0.000179835416099914,0.00214601778168616
"19864","FEN1",1.18992942774389,4.89616665415223,20.1610658229599,0.000179846868618587,0.00214601778168616
"16801","ENSG00000263470.1",-1.23617454772651,0.195764526120756,20.1593694303376,0.000179930107566928,0.00214601778168616
"22045","IGSF9",-1.03938516068083,3.38343751117966,20.1575034826189,0.000180021714942184,0.00214602925541601
"27963","NOP14",0.925230605575382,4.78294833474165,20.1399203248482,0.000180887456808227,0.00215187440379723
"34617","TK1",1.2186060383827,4.75843488428048,20.138766732367,0.000180944415186563,0.00215187440379723
"6617","ENSG00000225091.2",2.03217548566976,5.23136847610349,20.1377826809419,0.000180993018014232,0.00215187440379723
"33042","SNORA71A",2.03217548566976,5.23136847610349,20.1377826809419,0.000180993018014232,0.00215187440379723
"5451","EMG1",0.73586434217924,3.96748637458977,20.1342051847028,0.000181169832809233,0.00215187440379723
"10441","ENSG00000236901.3",-0.856129832364168,3.91823109751424,20.1328031459713,0.000181239178930166,0.00215187440379723
"26743","MIR600HG",-0.856129832364168,3.91823109751424,20.1328031459713,0.000181239178930166,0.00215187440379723
"25447","MEX3D",1.02633769263191,4.6382804359414,20.1294526882919,0.000181405013237743,0.00215276375358575
"37005","ZNF511",0.857564171951488,4.06288279866455,20.1096578748299,0.000182388170348937,0.0021617054314288
"4259","CXCR2",3.58293651921971,2.83181958383744,20.1087697791553,0.000182432416134942,0.0021617054314288
"19318","FABP2",-2.31860773774683,4.21153933974384,20.1052629372643,0.000182607245118854,0.00216269461140013
"30077","PPT1",0.73722286593238,5.69119885800958,20.0984245898918,0.000182948689168093,0.0021656551080273
"29813","POLD1",0.803895987701422,4.19955843986622,20.0960090732287,0.000183069464633719,0.00216600178670829
"13785","ENSG00000255224.1",1.24912572713778,2.97505040900679,20.0871056284202,0.000183515389121929,0.00217019322550532
"29539","PIRT",-2.45812354293334,1.13367233013469,20.0758719775386,0.000184079716518172,0.00217577997432237
"6649","ENSG00000225194.2",-1.79562058089377,-0.563609479625614,20.0634160542817,0.000184707665053576,0.0021821127595526
"3701","CNNM2",-0.961561692702892,4.10910100940752,20.058484250507,0.000184956942365391,0.00218396788553648
"27970","NOS1",-2.5847077020877,1.19870346823352,20.0500025166624,0.000185386511298168,0.00218794898055042
"197","ACSL4",1.00773902313765,5.65583763871271,20.0459272818724,0.000185593295065939,0.00218929808703842
"35997","USP30",-0.63380721354952,3.86601380833097,20.0432816979941,0.000185727671142412,0.00218979213859392
"28925","PAIP2B",-0.823572984779327,4.06750435030388,20.0357906210488,0.000186108739933047,0.00219289560892498
"14906","ENSG00000258908.1",1.21020948057755,4.01861264276083,20.0323587961698,0.000186283601337407,0.00219289560892498
"30451","PTCH2",0.981004384766226,2.73406278899805,20.0297970549266,0.000186414246584533,0.00219289560892498
"29588","PKP4",0.833703152233941,5.71128849758088,20.0296206232693,0.000186423248041702,0.00219289560892498
"10250","ENSG00000236345.1",2.63050312867572,-1.55286024818218,20.0290176045842,0.0001864540173502,0.00219289560892498
"31399","RPF2",1.05379448994487,2.6295063002993,20.0259137527271,0.000186612480725477,0.00219366955371185
"35612","TUBA3FP",-1.27540915651896,-0.593740964886877,20.0146093212576,0.000187190860971901,0.00219937649305696
"29295","PEMT",0.963982509673427,2.34045501213505,20.0057787363124,0.000187644033179887,0.00220360738369733
"27908","NMB",1.55898156116844,1.38449463294727,20.0020303555922,0.000187836757011551,0.0022047770065684
"33400","SOD2",1.53850203436067,7.66223182263005,19.9826701273632,0.00018883562017576,0.00221430574921303
"37082","ZNF596",-1.15103425822305,1.0885342685647,19.9771966815886,0.00018911906701076,0.00221480666644634
"28111","NRXN1",-2.89306781082368,3.39645031615606,19.97674537999,0.000189142458786912,0.00221480666644634
"120","ABP1",-1.31308721941987,6.96706926937181,19.9764264843216,0.000189158989632714,0.00221480666644634
"25458","MFI2-AS1",1.333062026273,1.16966262111945,19.9665914202589,0.000189669594232582,0.00221868672137961
"31023","RETSAT",-1.03311330638078,6.44202460208436,19.9654739120221,0.000189727706935591,0.00221868672137961
"27760","NEURL",-1.28997810471644,3.98913388786032,19.9646317352073,0.000189771514711455,0.00221868672137961
"22708","KIAA1524",0.980377828615692,3.34225899087462,19.9550979047831,0.000190268211172925,0.00222339580430356
"940","APPL2",-0.775591067115915,5.63475070555387,19.949549859302,0.000190557909282534,0.00222469473044378
"2120","C1orf170",1.29188059014765,-0.692128796378753,19.9493701014822,0.000190567303625765,0.00222469473044378
"12605","ENSG00000251034.1",-0.969940847407059,2.07814198976945,19.9397321716313,0.000191071734920995,0.0022294841420673
"34707","TMEFF2",-2.18725243985546,-1.43313996409721,19.9347757611564,0.000191331712650185,0.00223119456581989
"21033","GREM2",-2.36834935721519,3.60275620861847,19.9333454710707,0.000191406807314897,0.00223119456581989
"31030","REXO4",0.679178668314272,4.38735105125677,19.9219678084277,0.00019200531925117,0.00223706984905091
"144","ACAT1",-0.944724494523352,4.945988228967,19.9136893939514,0.000192442084331845,0.00223973752349087
"27712","NEBL-AS1",1.55389298191692,0.601026168584101,19.9121455837045,0.000192523655152573,0.00223973752349087
"11342","ENSG00000243888.1",-1.27376571489005,-0.548030490264509,19.9104611960846,0.000192612696845931,0.00223973752349087
"3425","CHP1",-0.70066875460461,7.1515623565227,19.8962500708007,0.000193365734335794,0.00224739016219927
"25184","MAPRE1",0.864463460582832,6.56887958019052,19.8906824237935,0.00019366163737031,0.00224972486003047
"21766","HS6ST2",3.19189817016672,2.56209572912286,19.8882212340087,0.000193792599730036,0.00225014212781196
"30953","RCBTB1",0.752065659774861,3.86239184489701,19.8843678039888,0.000193997839164439,0.0022514210010873
"1627","BID",0.995862974259522,4.60052837270742,19.880799305396,0.000194188114749434,0.00225193175400376
"364","ADO",0.624526710762451,4.76510561799501,19.8799751918487,0.000194232086237621,0.00225193175400376
"30762","RAI1",0.74779749022886,4.84982866348349,19.8635331287486,0.000195111650533775,0.0022599160109526
"30635","R3HDM4",0.736445326010006,4.71248680341634,19.8608927515787,0.000195253302395718,0.0022602070287703
"2131","C1orf198",1.09584243311894,5.48473674935454,19.8595066034139,0.000195327711968913,0.0022602070287703
"34893","TMEM37",-1.57678733647719,4.03826825227809,19.8550747713488,0.000195565824529444,0.00226185681276726
"2906","CCNB2",1.24528126022656,3.63639912985322,19.8527544609194,0.000195690616291641,0.00226219499057841
"32682","SLC6A15",-1.74796525765355,-1.25537758325134,19.8415299938196,0.000196295525524664,0.00226808031566443
"3488","CIDEC",-2.6597550315442,1.18105257413215,19.8297759431902,0.000196931167928284,0.00227416481619366
"31315","RNF5",-0.77018785823183,1.44617251370719,19.8282429465617,0.000197014236030125,0.00227416481619366
"21393","HERC3",-0.650249329602479,4.75928995465443,19.8211195582123,0.000197400732369792,0.00227751575967584
"32832","SMG5",0.636106017840243,6.21424453275618,19.8180378522073,0.000197568194556075,0.00227833755777647
"35025","TNFRSF10B",0.744613448792225,5.62685145752034,19.7980646671698,0.000198657326366663,0.00228978198721069
"23876","LOC100216546",-0.796847542924985,4.84014568310968,19.7926413480559,0.000198954190727105,0.00229208781774414
"28117","NSDHL",1.045056201754,3.36421825793842,19.7850245726144,0.000199371941143186,0.00229578341758995
"137","ACADS",-1.38118554762817,5.77957013762211,19.7831510295451,0.000199474844621424,0.00229585169976287
"7572","ENSG00000228109.1",1.31482356953788,1.28499511749314,19.7724234171346,0.00020006517341494,0.00230122044166484
"1605","BEX1",-2.31664736826099,-0.425247454777155,19.7711439577937,0.000200135708105086,0.00230122044166484
"36308","WDR78",-1.54919667814843,2.43330952118894,19.7683386842861,0.000200290453870629,0.00230188179387725
"33427","SOX10",-2.01119812486842,1.10610058797796,19.7657718177161,0.000200432163184502,0.00230207951222419
"3051","CD96",-1.57519637949606,3.30447360160586,19.7624572424337,0.000200615313593394,0.00230207951222419
"5244","EDN3",-1.9483824988103,3.6960737894285,19.7614479490764,0.000200671119527982,0.00230207951222419
"428","AGFG2",-0.947465039025262,4.70645167395101,19.760987134516,0.000200696604571519,0.00230207951222419
"24238","LOC254896",2.73101943674404,1.64161124364589,19.7570770280712,0.000200912992923185,0.00230254722949619
"27118","MRPL4",0.804894220019342,4.08283753449274,19.7567357179963,0.000200931893395528,0.00230254722949619
"20740","GMPS",0.924286004920962,4.74142202491211,19.7460697759982,0.000201523514321685,0.00230781498600803
"14430","ENSG00000257622.1",1.86954611438425,0.734557163576246,19.7444296117262,0.000201614660226999,0.00230781498600803
"27619","NCL",1.02005841860484,7.38313146647843,19.7431820059649,0.000201684021374894,0.00230781498600803
"23225","LDHA",0.784222198172416,7.99084123042286,19.7332048324333,0.000202239646211139,0.00231305489084479
"35268","TRIAP1",0.915246207304923,3.56138536022932,19.7284741770604,0.000202503679445111,0.00231495635483487
"29382","PGR",-1.79795546777103,2.78633328964839,19.7261025721419,0.000202636188278212,0.00231512209149588
"21498","HIST1H2BN",1.44064553494578,4.95398051457267,19.7247151329971,0.000202713752721054,0.00231512209149588
"5192","E2F7",1.4879529493812,2.57796802109892,19.7068874885548,0.000203713297428877,0.0023254157746522
"31682","S100A3",1.97542269532102,-0.373895843815572,19.7033674221772,0.000203911293980484,0.00232655416143998
"34655","TM4SF1",1.55540368012531,5.89742826642424,19.6952969290442,0.000204366037702188,0.0023306194328513
"3858","CORIN",2.11496181113534,0.412678237433434,19.68589074184,0.000204897443305105,0.00233555463179989
"24841","LRRC42",0.870192340393162,3.48463964613797,19.6815770911931,0.000205141649714268,0.0023372129725627
"34277","TBL3",0.71489006251353,4.34612053366651,19.6769480300453,0.000205404066451682,0.00233907709150725
"24902","LSM14B",0.736543699193164,4.81053019236439,19.6681974485134,0.000205901131561715,0.0023423175256286
"11279","ENSG00000243197.2",-2.32580083198364,-1.76861663371189,19.6668371959794,0.000205978516975093,0.0023423175256286
"35545","TTI1",0.824886377861482,4.86255104167083,19.6667156839741,0.000205985431398469,0.0023423175256286
"20554","GEMIN5",0.708744589441458,4.27486365037485,19.6607001845504,0.000206328050215156,0.00234508717659329
"1831","C10orf129",-1.64915170460694,-0.301265958775095,19.6565146217681,0.000206566810867273,0.00234667430291876
"30581","PVT1",1.91325109761113,3.23259209796422,19.6522842489235,0.000206808434758962,0.00234829241866592
"4934","DNAJC9",0.899171516013969,4.83590711653174,19.6451825569782,0.000207214753571218,0.00235133170894332
"3401","CHID1",0.648131357945303,4.46575258406262,19.6441355391926,0.000207274731850674,0.00235133170894332
"32791","SMAD7",-0.612281421402528,4.94769327026824,19.6351509090108,0.000207790196529972,0.00235552073076648
"29032","PBK",1.37162357189757,2.77896731849669,19.6342320736003,0.000207842990773861,0.00235552073076648
"15370","ENSG00000259780.2",1.0645875976417,0.421910681951479,19.6112037330493,0.000209170951498729,0.00236943649604422
"34808","TMEM189",0.9447714806849,4.26114504446786,19.6093125930085,0.000209280418317317,0.00236954275641438
"8422","ENSG00000230729.1",-1.67246132613065,-1.29060239248329,19.6017986924692,0.000209715972689684,0.00237199420762824
"9500","ENSG00000234026.1",-1.5971276819607,-1.49727060496849,19.6006674597194,0.000209781632099019,0.00237199420762824
"29507","PIK3R1",-0.858047187712429,6.24607758498221,19.599865349935,0.000209828202061117,0.00237199420762824
"30922","RBMX2",0.785925223926459,3.61520763891777,19.5986688289766,0.000209897692290651,0.00237199420762824
"3001","CD300E",3.36898595991941,3.03646533353268,19.5939364311542,0.000210172782054546,0.00237396975913233
"2418","C9orf116",1.45434234386125,-0.851242677048829,19.5756401671947,0.000211240041823313,0.0023848869767129
"2972","CD177",-3.43902712321703,7.11566067283414,19.5723456912112,0.000211432844624481,0.00238592592778103
"27110","MRPL32",0.675936013458549,4.54362185105464,19.5635744480834,0.000211947103630768,0.00238945127545639
"32367","SLC13A2",-2.20934660762089,1.94684788059281,19.5592614861176,0.000212200474720498,0.00239116908091756
"29334","PFKFB3",1.6423243623409,6.06154585201273,19.557052129416,0.000212330394833048,0.0023914948133551
"104","ABHD2",0.891350073382608,7.60267535069861,19.5524484687116,0.000212601390406244,0.00239286621015853
"20186","FOXN3",-0.66370144536967,6.30610830905003,19.5511304804579,0.000212679043735727,0.00239286621015853
"17706","ENSG00000267473.1",2.15299393251908,-1.45078374691658,19.5498355378131,0.000212755369477665,0.00239286621015853
"33339","SNRPD1",0.94613935260966,4.18367948129929,19.5474400964908,0.000212896639145504,0.00239331810625347
"23968","LOC100505549",-0.864466062938391,3.25588658616353,19.5385498222011,0.000213421835265438,0.00239808350731335
"32843","SMIM14",-1.10843387731178,5.16506599440908,19.5172599068567,0.000214685314097727,0.00240955488130694
"25212","MARS2",0.977467148669074,4.29584540010805,19.5170990970986,0.000214694888647739,0.00240955488130694
"23224","LDB3",-2.60795836193164,2.2664233267076,19.5162058583744,0.000214748080234747,0.00240955488130694
"12312","ENSG00000250167.1",-1.59985574157567,-1.58405183149339,19.5090801235276,0.000215172928058292,0.00241203554535041
"27885","NLGN4X",-1.6315058435502,2.23485255428307,19.5046845602215,0.000215435457053732,0.00241376639283584
"32578","SLC35F1",-1.87883683320461,1.06267865037019,19.5030822766757,0.000215531242004434,0.00241376639283584
"23257","LEP",-3.90714734753135,0.675586910976231,19.4984801168511,0.000215806619523769,0.00241497560182551
"30876","RBL1",0.921411740691128,3.80169774724486,19.4976305345442,0.000215857497693798,0.00241497560182551
"22881","KLK11",2.31321228154611,0.0867462411235928,19.495030287779,0.000216013297874843,0.00241497560182551
"31700","S1PR5",1.47336412849518,-0.191139766076534,19.493219514063,0.000216121867487939,0.00241497560182551
"19638","FAM72A",2.09895133787479,-0.132249571609324,19.4902440017529,0.000216300401655525,0.00241497560182551
"35986","USP2",-2.02942062716143,2.19355562585336,19.4899689652581,0.000216316912305159,0.00241497560182551
"30232","PROCR",1.04781354971949,4.22736021577281,19.4841171560156,0.000216668527745651,0.00241497560182551
"4258","CXCR1",3.59531851733598,2.60273967203666,19.4835816425776,0.000216700736147271,0.00241497560182551
"30748","RAD54B",1.17145007698431,3.56518016222453,19.4831114459368,0.000216729020394597,0.00241497560182551
"5282","EFHC2",-1.43124954130468,-0.700130292563631,19.4825753503524,0.0002167612736591,0.00241497560182551
"31707","SAC3D1",0.869295416961499,2.91917570326068,19.4783538642502,0.000217015435599909,0.00241667000838563
"3215","CEACAM6",2.00798924029178,8.55015147031272,19.4628952153958,0.000217948936706969,0.0024259243425188
"29750","PMPCA",0.737206029128468,4.76398036494538,19.4608740388385,0.000218071313782376,0.00242614584295008
"19207","ESR2",-1.49715279011572,2.01517746310629,19.4574943453117,0.000218276113539177,0.00242728369565055
"30394","PSMB4",0.712549211787828,5.81510475234381,19.4539980773354,0.00021848819878744,0.00242850145835335
"678","ANAPC7",0.709399867643021,4.86767014624956,19.4484367125644,0.000218826018347296,0.00243111496216435
"4423","DAP3",0.710016786207726,5.23854443977798,19.4380241322574,0.000219460057470981,0.00243701541305134
"8887","ENSG00000232079.1",-1.95805973566734,-0.937563207206087,19.4313390501925,0.000219868182156538,0.00244040281882609
"32652","SLC4A4",-2.54059160600301,7.06650779116193,19.4237939782785,0.000220329806807792,0.00244395368506671
"19720","FARSA",0.822811135487833,5.15439761641567,19.42273705835,0.000220394556182362,0.00244395368506671
"36305","WDR75",0.657164806582403,4.59149704984524,19.4187109156591,0.000220641397776611,0.00244554545522531
"35415","TSACC",1.58177471470381,-1.80654684425504,19.4162018510886,0.000220795380709437,0.00244610699031162
"3544","CLDN14",1.97352308034917,-1.20143163667431,19.4135891648553,0.000220955847909621,0.00244652224005186
"21475","HIST1H2AD",1.4956663149525,6.33410683931837,19.4103538526854,0.000221154732656815,0.00244652224005186
"8212","ENSG00000230061.1",1.84464844182004,-0.56502988285145,19.4091716986455,0.000221227452198774,0.00244652224005186
"27852","NIT2",0.646471095190592,3.51915875873387,19.4088667696322,0.000221246213978924,0.00244652224005186
"20203","FOXS1",2.0930558362861,0.188158988957636,19.398634393756,0.000221876805446669,0.00244915180981732
"3717","CNPY2",0.873301813810044,4.85604961943755,19.3975624631518,0.000221942979080674,0.00244915180981732
"7444","ENSG00000227630.2",1.53527527087384,-0.470259202249103,19.3966187061003,0.000222001258030326,0.00244915180981732
"24069","LOC100506810",1.53527527087384,-0.470259202249103,19.3966187061003,0.000222001258030326,0.00244915180981732
"30392","PSMB2",0.675181670361765,5.25966869996678,19.3854093394856,0.000222694741213617,0.00245565812679664
"21726","HPGDS",-1.88388268298751,0.667435755644689,19.3779098173311,0.00022316003251832,0.00245964328206296
"19966","FKBP14",0.812516235178941,4.08094200004673,19.3760630930971,0.000223274771548245,0.00245976278101661
"21379","HENMT1",1.22461026935118,2.94667154518848,19.3620572914936,0.000224147071055904,0.0024682241429063
"14846","ENSG00000258777.1",1.2454729815982,2.93328583887378,19.3590919867789,0.000224332231847387,0.00246911463923147
"176","ACOX1",-0.963594742559885,7.12871837447112,19.3571406377048,0.000224454170072186,0.00246923075248483
"4916","DNAJC2",0.681107811449726,4.02604628843557,19.3555859155808,0.000224551375294607,0.00246923075248483
"22526","KCNJ15",3.39166881083492,2.17895035778209,19.3440013257675,0.00022527712515319,0.00247606125255422
"22525","KCNJ14",1.20347191719299,0.338438440478859,19.3370201854124,0.000225715717446808,0.0024797306777509
"29274","PDZK1",-2.36044692960311,2.14299306047667,19.3352718153566,0.000225825705530235,0.00247978830168289
"3562","CLDN9",2.09671196725005,-1.03953237323721,19.3322352496084,0.000226016871980946,0.00248044016754135
"9177","ENSG00000233030.2",1.5690881793087,-1.05366378699235,19.3308831676009,0.000226102049012039,0.00248044016754135
"23981","LOC100505695",1.60195750278132,-1.00138080224289,19.3288781041459,0.000226228426528231,0.00248044016754135
"25027","MAFG",0.699325310550981,5.13239889045777,19.3276772806324,0.00022630415044939,0.00248044016754135
"37298","ZNHIT2",0.981093732996468,3.21255681413406,19.3201250344214,0.000226781031022595,0.00248405904834462
"1295","ATP13A2",0.704137959962806,4.84363832915096,19.3191264611845,0.000226844167371534,0.00248405904834462
"35144","TP53INP2",-1.07453527468621,4.95701086948922,19.3122658922276,0.000227278457715349,0.00248651455009746
"17167","ENSG00000265750.1",-1.31426303708367,0.163245851490536,19.3048918367258,0.000227746267364195,0.00248849346837028
"32544","SLC30A2",2.68066659725614,0.110268411352593,19.3026673665289,0.000227887594337674,0.00248849346837028
"21172","GTSE1",1.49369107199546,2.58919795678774,19.3023701775785,0.000227906482867611,0.00248849346837028
"400","AFF1",-0.64981862157954,6.78267547320211,19.3011367796547,0.000227984892624927,0.00248849346837028
"20514","GCN1L1",0.722261959905933,6.91429096981992,19.2956243832518,0.000228335688346974,0.00249117392701134
"2913","CCNE1",1.15755319741814,2.08108520464112,19.2784963336697,0.000229429449330669,0.00250195403634435
"31572","RRM1",0.86997210463791,5.38153538692341,19.2749260219066,0.000229658162955731,0.00250324733261118
"23874","LOC100216479",-1.62572472561636,0.620129806578048,19.2733451612308,0.000229759512302602,0.00250324733261118
"27207","MSLN",3.01391491930885,3.07773945080932,19.2466289221507,0.000231479717529385,0.00252082903059254
"30487","PTH1R",-1.82537557941593,0.0651147921872339,19.2432448407964,0.000231698615162339,0.00252205274205443
"952","AQP5",4.59268111645809,1.12057641758384,19.2390122357196,0.000231972717909191,0.00252387596346511
"34844","TMEM220",-1.57632975556195,2.32475599298365,19.2309188582698,0.000232497831722179,0.00252842726964749
"5370","EIF4A3",0.766752878673329,5.13844367464605,19.2219162179682,0.00023308346836731,0.00253342865060712
"21592","HMGB3",1.33494160543696,4.83657039192375,19.2205613620818,0.000233171743597588,0.00253342865060712
"9733","ENSG00000234741.3",0.790480804088936,6.68065797327016,19.2123200365737,0.000233709493139186,0.00253694280149942
"24887","LRRTM3",-2.27740635188757,-0.9422524817359,19.1875411068926,0.000235334515745614,0.00255298112735055
"2985","CD209",-1.0886842779366,3.61034220708792,19.1865062231473,0.00023540265262962,0.00255298112735055
"20280","FUCA1",-1.07273373309785,6.25478030242636,19.1843649048593,0.000235543705845037,0.00255334122522036
"31035","RFC5",0.680071861113275,3.39189393951089,19.1787064627815,0.000235916884686804,0.00255518648058501
"29555","PIWIL1",4.48916658458677,1.6636009952256,19.1774172160327,0.000236002001993178,0.00255518648058501
"1396","ATXN7L2",1.01467431249144,1.01444516169035,19.1768764776221,0.000236037712060799,0.00255518648058501
"3730","CNTN2",-1.32687470021615,0.626749181132182,19.1677457834937,0.000236641591512122,0.00256007058541386
"29320","PEX5",0.627435459466452,4.69838767969171,19.1667862037614,0.000236705153599617,0.00256007058541386
"3145","CDK20",-0.918151567382707,2.33232041227406,19.1618631896704,0.000237031545453505,0.00256243006329303
"27871","NKX2-3",-1.49593927225435,3.74744233285438,19.1551712776631,0.000237476003526868,0.00256606315997198
"29417","PHF7",-0.883844008482026,2.30989187204846,19.1520903916697,0.000237680933768531,0.00256681050734784
"13891","ENSG00000255455.2",-0.93328610333547,2.88733539122278,19.1508723991531,0.000237762003911882,0.00256681050734784
"2941","CCR8",1.82994758457185,-0.762284411082584,19.1446224701741,0.000238178478196297,0.00256898513654559
"17021","ENSG00000264772.2",0.800829982409604,8.1972924273789,19.1445927683056,0.000238180459333372,0.00256898513654559
