"","genes","logFC","logCPM","F","PValue","FDR"
"36302","WDR72",2.75784112040689,2.27591935268837,16.7289936682654,0.000479155539056083,0.00408330959236125
"5709","ENSG00000187229.3",-1.04052111946096,0.729448231178972,16.7276195453019,0.000479352545702773,0.00408330959236125
"35703","UBA2",0.769078608222811,5.64181022170619,16.7267568908957,0.000479476268923518,0.00408330959236125
"21546","HKDC1",1.57037051413496,4.57804688320872,16.7170608657658,0.000480869295389182,0.0040937003122398
"19414","FAM150B",-1.23563153872622,0.855200660351412,16.7144534035775,0.000481244664725946,0.00409542323414334
"25350","MED20",0.737372963576114,3.87590356491386,16.7114474796492,0.000481677794636785,0.00409748445178462
"19033","ENSG00000272508.1",-1.34121270887409,-1.3444695176816,16.7103709452665,0.000481833018532983,0.00409748445178462
"32482","SLC25A39",0.761046387128769,5.52502044098937,16.7082694676501,0.000482136185308734,0.00409859037241805
"19612","FAM58A",0.762778073230157,3.6934475087216,16.7043539512664,0.000482701609148973,0.00410192411938332
"664","AMY2B",-1.1915604418357,2.75885233303896,16.6877957612688,0.000485100750348344,0.0041208325312153
"33892","STMN2",-2.26977170817403,2.87679069126719,16.6833905165209,0.000485741229628279,0.00412479326092163
"24896","LSG1",0.601429820081553,5.20264464016247,16.6768307635054,0.000486696669779371,0.00413142476049717
"24743","LPHN3",-1.6318079486054,3.92719858523402,16.6748623159888,0.000486983779043423,0.00413238027557457
"17788","ENSG00000267615.1",-1.01048901730776,1.6672908488494,16.6736246803366,0.000487164390192429,0.00413243172261045
"30265","PRPH",-2.56424450102917,1.6319573047068,16.6692922000578,0.000487797217459232,0.00413631773758858
"35409","TRPV4",1.36609891692151,0.217055188786662,16.6618062842117,0.000488892776135876,0.00414229823857855
"11949","ENSG00000249082.1",-1.34529665114672,-0.297524768276513,16.6609304046023,0.000489021136472383,0.00414229823857855
"18549","ENSG00000270964.1",-0.914872152512383,-0.175118387797231,16.6603909730871,0.000489100208632861,0.00414229823857855
"7318","ENSG00000227227.1",0.775624381585784,2.67284406344451,16.6588634535686,0.000489324194885192,0.00414229823857855
"5839","ENSG00000204044.5",1.86474220159751,3.21529499625328,16.6585012332197,0.000489377325165964,0.00414229823857855
"27266","MTHFD1",0.906296163417638,5.26806040661429,16.6565249464465,0.000489667317089023,0.00414327152683439
"2134","C1orf21",-0.791956309468461,5.89656493433832,16.652790063404,0.000490215871889286,0.00414643114218608
"29453","PI4K2B",0.744256999411536,5.21027135402233,16.6480185118698,0.000490917664829396,0.00415024711327166
"22663","KIAA0513",-0.933546637320724,5.03078638701814,16.6462745794565,0.000491174434345434,0.00415024711327166
"20334","G6PC3",0.711595362568398,4.01169893678722,16.6461490580197,0.000491192921283513,0.00415024711327166
"5856","ENSG00000204380.2",0.698133732215386,2.94426460310372,16.6443544583836,0.000491457315262879,0.00415099962142299
"1102","ARMC10",0.600937001401013,4.85120178256426,16.6366826339868,0.000492589344696293,0.00415634470594893
"35771","UBIAD1",0.710720423518531,3.81598297194782,16.6364966634327,0.000492616821325985,0.00415634470594893
"19165","ERF",1.29134090776031,4.70683088522463,16.6172722715527,0.000495466245388687,0.00417740860383803
"34385","TEAD2",0.926021786397091,3.57190137620934,16.6145943586319,0.000495864593511006,0.00417927883637347
"27262","MTFR1",1.12804568620004,4.46062571448663,16.6125262992997,0.000496172463940831,0.00418038543907444
"19865","FENDRR",-1.21913994217319,5.13889334425394,16.5991678813236,0.000498166171039868,0.00419568982546029
"25373","MEF2C",-1.0687373431388,5.08670611506285,16.5803778909964,0.000500985387664941,0.00421793351812499
"13437","ENSG00000254414.1",-0.835845646657855,1.24108849790564,16.5659871538474,0.000503156361733768,0.00423470560399821
"25223","MAST4",-0.594223748723891,4.6414552774765,16.5630250057686,0.000503604506020562,0.00423546596093669
"30267","PRPS1",0.763869375037825,3.78275565458997,16.5582098184278,0.000504333930170861,0.00423902884142403
"19408","FAM13A-AS1",-0.656651567944105,3.94973632132149,16.5578647918146,0.000504386240603653,0.00423902884142403
"31492","RPRD1B",0.739531460178837,5.0225789341065,16.5534384891139,0.000505057851784654,0.00424316701242075
"22267","IQGAP2",-0.962724976198447,6.04667442414312,16.5469778719674,0.000506039891674616,0.0042499093421059
"9044","ENSG00000232600.2",1.26381399828045,0.639045701628538,16.5368964258906,0.000507576491763821,0.00425851112351231
"31632","RTN4R",1.79600476589525,1.69720710505057,16.5218702616847,0.000509876249965298,0.00427606100528814
"2364","C7",-3.10549487558942,5.64508398915463,16.5161586042138,0.000510753411344079,0.00428190050055633
"23479","LINC00461",-1.82211886009418,-1.47787290449703,16.5139938814768,0.000511086287899231,0.00428286678185463
"18181","ENSG00000269486.1",-1.43034792513029,-1.35545975549374,16.5119592032734,0.000511399383670103,0.00428286678185463
"31717","SALL2",-1.22891273836425,1.89210353498019,16.5118812792996,0.00051141137876676,0.00428286678185463
"35558","TTLL6",-1.7862927384867,2.0865345681245,16.5089007979913,0.00051187040550331,0.0042851951380095
"19547","FAM222A",1.05756682623047,2.17087317424334,16.506773662374,0.000512198283551452,0.00428642430649722
"20170","FOXF2",-1.32416407602672,3.18196070886731,16.5037171908638,0.000512669812740329,0.00428885435216512
"36597","ZC3H8",0.750438521523233,2.38044675824789,16.4992439262477,0.000513360771127818,0.00429311771686721
"19088","EPB41L3",-1.13598506076367,5.07181465776985,16.4874063517409,0.000515194175129419,0.00430692870628142
"36831","ZNF239",1.24242882287197,2.38983703030428,16.486101807189,0.000515396661255628,0.0043071005842665
"23143","LAMP3",1.01204024542417,1.98457572978518,16.48304676656,0.000515871193387182,0.00430954499062863
"14514","ENSG00000257913.1",0.846835362298829,0.996992407007442,16.4743631163129,0.000517222618541421,0.00431931057988294
"13310","ENSG00000254138.1",1.06319983886488,-1.7533360579974,16.4717819570235,0.000517625068069481,0.00432114720964209
"193","ACSF2",-1.15973089960319,4.35022311593995,16.4698167098759,0.000517931715660581,0.00432218306953269
"36862","ZNF281",0.730612896509619,4.34468625406941,16.4656519739596,0.000518582218442803,0.00432608668838384
"1137","ARRDC1",0.623491009980312,4.79531896985758,16.4629519387812,0.000519004423150511,0.00432786786630481
"28164","NTRK3",-1.96503936372456,0.488079531461124,16.461949050878,0.00051916134066761,0.00432786786630481
"30341","PRSS54",1.59776245937863,0.195335999095558,16.4568861699268,0.00051995430122454,0.0043329525102045
"6137","ENSG00000223561.2",-1.46073653920683,0.464234833209094,16.4493656999346,0.000521134624553758,0.00434126046316335
"15870","ENSG00000260698.1",-1.18678022030637,-1.03084065480703,16.4429222470646,0.000522148246180402,0.00434817436803412
"3789","COL4A2",1.24513184113739,7.9277377665377,16.4398297596075,0.000522635492928492,0.00434945715599163
"10031","ENSG00000235635.1",-1.02195442271269,0.678332292981868,16.4391384697999,0.000522744479379928,0.00434945715599163
"4867","DNA2",1.28894710775288,3.09355775478222,16.4384475353482,0.00052285343467591,0.00434945715599163
"5565","ENSG00000167117.4",-1.31742756522525,3.5253109871726,16.4344274340937,0.000523487868646718,0.0043530270283086
"29429","PHLDA2",1.75407262498973,2.78148690595146,16.4333990097808,0.000523650305242783,0.0043530270283086
"29727","PLXNA3",0.724523663578053,4.68204718330645,16.4289237111202,0.000524357808480247,0.00435701935131465
"17002","ENSG00000264666.1",1.47733326103912,-1.8107296075463,16.4280337133064,0.000524498633632387,0.00435701935131465
"670","ANAPC11",0.701177499065888,4.46092762280204,16.4243829995167,0.000525076722878269,0.0043591142732213
"6834","ENSG00000225762.1",-1.01701531821426,-0.0195760337663851,16.4236660231882,0.000525190337777628,0.0043591142732213
"13478","ENSG00000254510.1",-1.98947902306761,-1.43705092048946,16.422954028385,0.000525303189926098,0.0043591142732213
"898","APOA1",-5.73036292808495,2.33345660068209,16.4202161936054,0.000525737387920794,0.00435998572387496
"22275","IRAK2",1.45613033995164,3.28587297698763,16.4190796212874,0.000525917754336278,0.00435998572387496
"19485","FAM189A1",-1.98507342029146,1.92611349468181,16.4188091555184,0.000525960685422888,0.00435998572387496
"34008","SURF6",0.661309748341495,5.25816217826438,16.4145326839911,0.000526640000921059,0.00436267286196178
"696","ANKAR",-1.12788513239334,2.30341879415466,16.4144484485959,0.000526653391319399,0.00436267286196178
"27209","MSMO1",0.978664910602939,5.37260519482404,16.4106922480149,0.00052725087127502,0.00436423474328468
"10723","ENSG00000237768.2",1.1322142576747,0.210100263172678,16.4103569457492,0.000527304242198271,0.00436423474328468
"30319","PRSS12",-0.815338659047658,4.32580065344432,16.4097871179244,0.000527394956728087,0.00436423474328468
"2722","CCDC113",1.50646927660497,2.56276624340874,16.406049774247,0.000527990352113978,0.00436763507557597
"22931","KPTN",0.803872237495463,1.28795934803143,16.3986065911805,0.000529178317866687,0.00437591069212457
"3050","CD93",1.2586797848539,6.57867187232976,16.3974671767,0.000529360431773802,0.00437591069212457
"34609","TIPIN",0.913860936590754,1.54560207580457,16.3921807297014,0.000530206268965002,0.00438137292067938
"21503","HIST1H3D",1.29270917067361,7.49200470307929,16.3875630764941,0.000530946309521509,0.00438595738936557
"28832","OTUD7A",-1.17419792851452,1.06522083157572,16.3863256628164,0.000531144813696249,0.00438606678209233
"19920","FGF9",-1.34442537169675,0.964921595227204,16.3846645120843,0.000531411420969805,0.00438673828154119
"22738","KIF11",1.24091115023571,4.5551042321172,16.3828628599092,0.000531700743771981,0.00438759676152027
"30475","PTGES3",0.698164585234866,6.94794198024571,16.3809616489134,0.000532006241545525,0.00438858807267955
"12754","ENSG00000251442.1",1.70423927058975,0.638167517608018,16.3753750026072,0.000532905049589531,0.00439268371561768
"5109","DUOX2",2.48761600903238,5.66390803635185,16.3742559523427,0.000533085287913135,0.00439268371561768
"852","AP2S1",0.770417939874677,4.80530048379697,16.3739085831098,0.000533141250047227,0.00439268371561768
"11616","ENSG00000247728.2",-0.979788599804186,0.449329224839427,16.3732653128961,0.000533244899627675,0.00439268371561768
"34639","TLR2",1.84473928689636,4.005752042535,16.3671755297166,0.000534227235225689,0.00439924514572807
"17996","ENSG00000268388.1",-1.21552758527808,5.36088656427039,16.3628073174606,0.00053493308681628,0.00440352601890662
"22959","KRT20",-1.58189892159176,8.74876666140066,16.3608949382841,0.000535242426117389,0.00440385599104655
"31854","SCML1",0.789020542517855,3.6374540117695,16.360259861185,0.00053534519713757,0.00440385599104655
"12610","ENSG00000251045.1",-1.59235684688156,-1.07217042558741,16.3562322613766,0.000535997464673266,0.00440769016191024
"18670","ENSG00000271762.1",3.88476246687027,0.932613808373562,16.3512668417019,0.000536802809751619,0.0044127800419686
"34629","TLE4",-0.69573113848609,4.05361446635576,16.3395785872048,0.000538703772190019,0.00442470312652234
"3266","CENPQ",1.02042046940429,1.75110870847471,16.3389028321104,0.000538813901320546,0.00442470312652234
"29803","PODXL2",1.19968350373098,4.39825278562501,16.33484690648,0.000539475421772221,0.00442859937949283
"34622","TLCD1",0.879851647165243,2.38724252894681,16.3336738301688,0.00053966691600668,0.00442863578386765
"21899","ICAM1",1.54589124193508,5.56344396902906,16.329914479263,0.000540281098169881,0.00443213963935272
"19131","EPRS",0.732292475767845,6.66789845414215,16.3268749261888,0.000540778243370321,0.00443468129954705
"21520","HIST1H4K",1.38396176232946,2.71839938890618,16.3225578226183,0.000541485204263594,0.00443839920926278
"48","ABCA6",-1.91271060569062,3.16200905932588,16.3218173745642,0.000541606560319331,0.00443839920926278
"4192","CTSB",1.02553808062096,8.44945463321011,16.3167069481545,0.000542444948504922,0.004443731541818
"11145","ENSG00000241732.1",-1.86376563993117,3.01018611806815,16.309365403828,0.000543651849955023,0.00445207801718615
"30781","RANBP1",1.28433851098446,4.94668640667224,16.305659263539,0.000544262231674565,0.00445399527649337
"3543","CLDN12",1.04237872342599,5.58128855226051,16.2977092398652,0.000545574091721782,0.00446186734151951
"5897","ENSG00000205414.1",2.54306969497949,0.631272909895846,16.2975458092813,0.000545601096249165,0.00446186734151951
"25240","MB21D1",1.2014080966546,3.25736459251407,16.2939602538697,0.000546193925640065,0.00446517306268251
"26376","MIR4687",-0.642707950198113,0.713945636902588,16.2923101913379,0.000546466981044511,0.00446586322962679
"32465","SLC25A23",-0.806755096530428,4.51629793650589,16.2864851434264,0.000547432116801548,0.00447066414807749
"3784","COL27A1",1.34690437240986,3.62657040432548,16.2842224238079,0.000547807523696795,0.00447218728397297
"19103","EPHA2",1.55115270296066,5.77350182278304,16.2775810561537,0.000548911019436091,0.00447965128753859
"24718","LONRF2",-2.49783279793346,2.60392045897633,16.2707523758771,0.000550048176924278,0.00448738476522477
"455","AGTR1",-2.62995370463978,1.07062401599803,16.2594623418545,0.00055193393186688,0.00450041209125015
"34669","TM9SF4",0.679490516715339,5.882335824674,16.2588668974754,0.000552033584279744,0.00450041209125015
"16026","ENSG00000260966.1",-0.777449197557204,1.93043288490646,16.2560920814064,0.000552498232035268,0.00450041209125015
"4239","CWH43",-2.87015801464135,3.21485097178425,16.2556782962733,0.000552567557761889,0.00450041209125015
"24935","LUM",1.27945974138107,7.61006304434284,16.2555116626185,0.000552595478321613,0.00450041209125015
"35697","U2AF2",0.725917469875006,6.34897687566659,16.2533912860722,0.000552950896240644,0.0045017580703223
"33622","SPRED3",1.61335795938009,0.0765167865221335,16.2519825889303,0.000553187160729277,0.00450213338957224
"17306","ENSG00000266651.1",0.955604342770921,-0.456132019084203,16.2381211082179,0.000555517891964429,0.00451954848531198
"32461","SLC25A2",-1.39091056916398,-0.406444893653063,16.2322475807008,0.000556508735232563,0.00452605438221605
"22758","KIF24",0.832982313932228,3.19972482574026,16.2303789799537,0.000556824367251087,0.00452706624130133
"20876","GPD1",-2.21487250835893,3.00824079808554,16.2279997997239,0.000557226526827314,0.0045287806462879
"32768","SLMO1",0.933161764537344,0.561052583765044,16.2194375335114,0.000558676465396301,0.00453900662946377
"4004","CRLS1",0.827162108325585,5.363543433394,16.1973260677157,0.000562439981241754,0.00456801597114872
"22626","KDR",0.88846688812886,4.31429341551109,16.1960330173834,0.000562660924575314,0.00456824327480129
"3639","CLSPN",1.35741476655732,3.68039686441762,16.1890108918959,0.000563862455186005,0.00457642908005782
"33979","SULT2B1",2.16157135174126,0.89238364975679,16.1819974947447,0.000565065297673883,0.00458461991858436
"30485","PTGS2",2.88702499770661,5.70238249466342,16.1778414227609,0.000565779416478074,0.00458878966855105
"31711","SAE1",0.788724514360231,5.94264422466732,16.1767513758813,0.000565966877810731,0.00458878966855105
"30185","PRKAR2B",-0.935338783996593,4.03740231667333,16.1676334166555,0.000567537610175768,0.00459994964769302
"21864","HTR7",-1.26497490961543,1.08428001321758,16.1621675044481,0.000568481500229866,0.00460602310675636
"1812","BUD31",0.754670868383113,4.61228043213073,16.1574002701956,0.000569306141690763,0.00461112654961642
"27603","NCBP2",0.586212288525459,5.41357173013548,16.1532622735282,0.000570022999138153,0.00461535379774137
"627","ALYREF",0.827990944391598,5.07424153984914,16.1518037208713,0.000570275911184955,0.0046158229734372
"19660","FAM83H",1.33124344394241,6.2429379279938,16.1495103024365,0.000570673836977739,0.00461746517103485
"290","ADAMTS14",0.820666529357989,2.99797267366912,16.1432626163982,0.00057175940213936,0.00462466820828471
"32936","SNCG",-1.81616007828001,1.55503168475971,16.1364802569444,0.000572940430206519,0.00463263821213775
"27453","MYOM3",1.95197438348554,2.47583440770965,16.1180498465496,0.000576163277118748,0.00465663812138505
"16795","ENSG00000263429.2",-1.20353619318434,4.46397887789839,16.1162102128117,0.000576486054212121,0.00465663812138505
"1681","BMX",-1.51292581521397,1.19431969491016,16.116138256001,0.000576498683580975,0.00465663812138505
"35005","TMTC4",0.637616778605396,4.16129791264485,16.1144745509721,0.000576790770259526,0.00465740841947281
"29805","POFUT1",0.88003059530666,6.46035043566767,16.1121893762439,0.000577192228868737,0.00465906103595886
"3116","CDH24",1.01003494799406,2.48254290957542,16.1076450677175,0.000577991480931782,0.00466392239640761
"33708","SRPX2",1.30281679993065,3.2789666196255,16.1054705409287,0.000578374364985988,0.00466542183681202
"29376","PGM5",-2.79254944448429,5.3305626590903,16.1011284880002,0.000579139731849485,0.00467000447940619
"9762","ENSG00000234828.3",-1.91298676757047,0.972110080601318,16.093127732355,0.000580552919255203,0.00467926169517883
"36181","VSNL1",1.62433466142174,2.34918098996422,16.0923921534889,0.000580683035287662,0.00467926169517883
"32364","SLC12A8",0.854186272721317,3.73318661803784,16.0882695139921,0.000581412877508082,0.0046820122561411
"29156","PCOLCE",0.960519478213344,4.04117105501174,16.0882298974829,0.00058141989579957,0.0046820122561411
"4033","CRYBG3",-0.700723711952535,6.5747184599107,16.077224418613,0.000583373177396207,0.00469614416010037
"22164","IMPDH2",0.735954086945372,6.32655205988554,16.0746853972352,0.000583824829237382,0.00469818247185419
"34693","TMED1",0.62813791771361,4.08442881811868,16.0665179977728,0.000585280280088826,0.00470829447200236
"822","ANXA3",1.49448889237403,4.69897214699324,16.0602175529598,0.000586405750225189,0.00471574597030617
"2465","CA2",-2.67756875161633,7.90984620532341,16.0590246786399,0.000586619104232433,0.00471585986169876
"10825","ENSG00000238120.1",-1.6423658617092,-1.22263256207286,16.0553877704148,0.000587270115916873,0.0047178893771062
"2425","C9orf142",0.668889830376893,3.82205477617671,16.0535374554083,0.000587601628567043,0.00471895134203688
"13843","ENSG00000255348.1",1.05487126238508,-0.612332585998427,16.0523539280865,0.00058781378333214,0.00471905436432296
"24379","LOC340074",-1.58205646844087,-1.10601859205387,16.0494298190567,0.000588338308173505,0.0047205311909728
"6498","ENSG00000224729.4",0.974371320157523,2.60934367983652,16.048886907396,0.000588435751740496,0.0047205311909728
"15524","ENSG00000260054.1",0.659763493829296,3.34097843147485,16.0437004558457,0.000589367524618738,0.00472511891139473
"20607","GID8",0.940517239660435,5.92261442510506,16.0413441033242,0.000589791389325616,0.00472691643272984
"894","APLNR",0.998585515881879,4.15924498441994,16.0351781723291,0.000590902108242523,0.00473421570647774
"10172","ENSG00000236107.3",-1.62481329920675,0.810808755296583,16.0195719835027,0.000593723628212813,0.00475360395601568
"27381","MYEOV",2.46958681855114,2.43402697928402,16.0146104621688,0.00059462373494306,0.00475920112399491
"383","ADRB2",-1.34028787294751,2.07285490696105,16.0066086103575,0.000596078561433153,0.00476762160200334
"11520","ENSG00000246145.1",-1.24910425608219,-0.0419392801327119,16.0022463695968,0.000596873307408253,0.00476973694562212
"23978","LOC100505676",-1.24910425608219,-0.0419392801327119,16.0022463695968,0.000596873307408253,0.00476973694562212
"27743","NELFA",0.694706362836247,3.95977389264859,16.0007351457978,0.000597148904195311,0.00476973694562212
"2613","CARD14",1.15793572760085,1.96778435572616,15.999608871931,0.000597354389605917,0.00476976902998991
"23074","KRTAP5-1",1.01408560247138,-1.07521346312619,15.9954927347002,0.000598106025936841,0.00477384522878485
"234","ACTR3B",0.777349425944174,1.52791339212123,15.9903450537639,0.00059904748776136,0.00477781464523872
"27640","NDC80",1.10318040112742,2.63899058910867,15.9890115485783,0.00059929163777777,0.00477781464523872
"17725","ENSG00000267506.1",-2.15507867209181,0.68786227351144,15.9868570389993,0.000599686334926484,0.00477781464523872
"2568","CAMK4",-1.36126383187339,2.09107545535453,15.9853519098232,0.000599962237226501,0.00477781464523872
"34371","TDO2",1.89222559673259,2.04345180451698,15.9832547294858,0.000600346899122317,0.00477781464523872
"31058","RFX6",-1.9810745139865,-0.500366620424048,15.9829380416355,0.000600405009038157,0.00477781464523872
"35608","TUBA1C",1.08440389185488,7.05424817931834,15.9825166873084,0.000600482334042337,0.00477781464523872
"13707","ENSG00000255043.1",-1.28067764044649,-0.30770436108338,15.981974804179,0.000600581793971232,0.00477781464523872
"31856","SCML4",-1.63919539669536,2.26681492620624,15.981974249172,0.000600581895849226,0.00477781464523872
"23658","LIX1",-2.00115885269553,-0.935422625045059,15.9778414823588,0.000601341038441948,0.00478224692143538
"28884","PABPC1L",1.09715042455008,2.37574812045225,15.9652089138277,0.000603668022410015,0.00479822820115639
"32270","SIDT1",-0.88021298742833,4.64714435540657,15.9647326946882,0.000603755937116997,0.00479822820115639
"20955","GPR3",1.94935188407493,-0.285653311137747,15.956460830484,0.000605285243580598,0.00480876783280895
"4557","DDX23",0.600571596637797,6.33451820542809,15.9475578161881,0.000606935979776896,0.00482026478403824
"21428","HHIP",-1.43172697808629,2.89627599935339,15.9395359013743,0.000608427572294142,0.00483049053456197
"17958","ENSG00000268164.1",-1.402667449438,-1.00472468259782,15.9343179293377,0.000609399955524399,0.00483639631116842
"33032","SNORA67",0.991431388134022,4.50717119540579,15.932824197951,0.00060967862970813,0.00483639631116842
"21590","HMGB1",0.829666611774544,7.4765116839301,15.932258057392,0.00060978428675133,0.00483639631116842
"20625","GINS4",1.33609746154441,2.70448930368787,15.9298818618211,0.000610227967499263,0.00483829441746318
"21806","HSP90AA1",1.03912558065415,8.95898202841122,15.9269495954689,0.00061077596466759,0.00484101806612159
"11501","ENSG00000245864.2",-1.10386339062871,0.732193488206053,15.9248186561898,0.000611174543861113,0.00484255599930116
"33065","SNORD102",1.24335752113098,-0.269820169389019,15.9118336230424,0.000613609481039549,0.00486022230298137
"884","APEX1",0.809525559625801,5.76423821967989,15.9004471973445,0.0006157533949571,0.00487442606784403
"16120","ENSG00000261113.1",-0.695887537622962,0.82369828629527,15.8990458665534,0.000616017813603306,0.00487442606784403
"19016","ENSG00000272472.1",-2.3270041107175,-0.222373982669031,15.8990322019329,0.000616020392607787,0.00487442606784403
"36682","ZFP64",0.684673600955895,4.05609784123894,15.8855675694258,0.000618567408912927,0.00489292170343954
"31185","RLIM",0.691940129313842,6.66992969661556,15.8836188432174,0.000618936991258663,0.00489292170343954
"20973","GPR63",-0.859221714325205,2.73658580431277,15.8834035039154,0.000618977845905023,0.00489292170343954
"25397","MEP1A",-1.83483896874525,6.71471288979932,15.8754575661758,0.000620487434119423,0.00490321762442501
"36103","VGF",2.02145873301286,0.300135077352794,15.8664556975564,0.000622202504533441,0.00491512989483791
"27598","NCAPG",1.15878625264355,4.34502214682836,15.862613190403,0.000622936174424774,0.00491928416594614
"30183","PRKAR1B",0.804225590965052,3.90814498848354,15.8608763654216,0.000623268106375066,0.00492026422755241
"22294","IRGQ",0.61771579753877,5.55552937351869,15.8494481003264,0.000625457047714221,0.00493425378361686
"19927","FGFR2",-1.26013958363701,5.11568750539712,15.844197742447,0.000626465509969332,0.00494056327399199
"514","AKAP5",-0.912062638506735,4.33726500983014,15.8390197484779,0.000627461817609943,0.00494677273790057
"19487","FAM189B",0.83606078602906,2.76249774925319,15.8327207175664,0.000628676166698752,0.00495469648688181
"473","AHSA1",0.881148756197581,5.47227380050202,15.826236172529,0.000629928969574717,0.00496291792169099
"2117","C1orf159",0.749735016359293,2.84161266528088,15.82258826138,0.000630634941422235,0.00496682709187339
"14678","ENSG00000258425.1",1.15747472868346,-0.0989991373465906,15.8208286134363,0.00063097579185481,0.0049678589531635
"22697","KIAA1328",-0.679187182969985,2.47000063984461,15.8174387902384,0.000631632982334838,0.0049713799390882
"4776","DIRC3",-1.4562058321393,0.0674962217057384,15.8091055379127,0.000633251752820919,0.00498049471191642
"13540","ENSG00000254645.1",-2.73805198289638,0.965934547263825,15.8082296713706,0.000633422157447956,0.00498049471191642
"24390","LOC348761",1.41690751177038,-1.00377562043543,15.8042613444357,0.000634194846746148,0.00498408653142165
"22316","ISM2",2.93896994282549,-0.0965667574388644,15.8027421595271,0.00063449092674604,0.00498408653142165
"8964","ENSG00000232335.1",1.43945952549131,-0.359005850903668,15.8011559733674,0.000634800226473461,0.00498451250146699
"36241","WBSCR22",0.812261752306179,4.49230718145416,15.7966249494033,0.000635684667476299,0.00498834421693782
"33851","STAU1",0.673277948267065,6.29292904736682,15.7944263999634,0.000636114303413588,0.00499006167439254
"29207","PDE4D",-0.87107411883672,5.95559809606707,15.7923055039817,0.00063652906591455,0.00499166135658396
"19161","ERCC6L",1.45544825559119,3.19472517007452,15.7896145164478,0.000637055741976364,0.00499413731499682
"31066","RGL1",-0.66225442658736,4.3598406894742,15.7881881949436,0.000637335093038836,0.00499467339546324
"21610","HMMR",1.07543346454328,3.14294473458685,15.7840940899391,0.00063813768634565,0.00499930831377673
"31891","SCUBE1",-1.54870639750188,1.89499979023342,15.7782599509416,0.000639283303094834,0.00500662659635137
"34712","TMEM105",1.81713369000317,-0.175977205285389,15.7767936959777,0.000639571577380989,0.00500722787516366
"2193","C21orf59",0.673967272096289,4.28194785204235,15.773225586031,0.000640273683686158,0.00501106759050241
"35616","TUBAL3",-2.03231028626426,2.8565654199866,15.7693862483702,0.000641030103308715,0.00501455792478732
"32943","SNHG11",0.797505923759487,2.33588498969201,15.7688122950988,0.000641143266666577,0.00501455792478732
"26755","MIR614",1.56373890018445,0.3313724227638,15.7636168928806,0.000642168613045363,0.00502091872980481
"4803","DKK3",0.923029185192002,5.19582624068885,15.7603248109231,0.000642819256441033,0.00502434661480405
"2622","CARM1",0.607228050041956,4.73803549074998,15.755319981598,0.000643809789147938,0.00503042797296285
"35867","ULBP3",1.50882276303972,-0.633020555879017,15.7530736159739,0.0006442549229954,0.00503224523322867
"33422","SOWAHA",-1.29367384904794,4.01836168419618,15.7391257195,0.000647026357885228,0.00504216908057802
"7103","ENSG00000226648.1",0.650284083167713,2.77384992046324,15.7387583911271,0.000647099521991263,0.00504216908057802
"5265","EFCAB13",-1.01944898691185,2.62343462251308,15.7374790806992,0.000647354404544571,0.00504216908057802
"29221","PDF",0.681744640470582,3.98275570394913,15.7364142065581,0.000647566647898681,0.00504216908057802
"30554","PTS",0.713480989554631,3.01388054832905,15.7358240330632,0.000647684310030297,0.00504216908057802
"5915","ENSG00000205682.2",-1.54548651939062,-0.998096317931282,15.7357736404658,0.000647694357822896,0.00504216908057802
"32572","SLC35D3",2.88189279114189,0.0830805993401725,15.7356603702556,0.000647716943421635,0.00504216908057802
"37198","ZNF74",1.00811546900649,3.43617749365091,15.7348542198664,0.000647877711307045,0.00504216908057802
"34987","TMPRSS13",1.34932908803484,0.78213187524717,15.7343879390481,0.000647970720089805,0.00504216908057802
"25338","MED10",0.867337330935613,3.40309914197735,15.7341047739625,0.000648027210014614,0.00504216908057802
"2510","CACNB2",-1.04334202724192,3.43632423640628,15.7338345672689,0.000648081119839447,0.00504216908057802
"1930","C14orf159",-0.748086039017565,5.079409000107,15.7310979630617,0.000648627385655594,0.00504279754636083
"6993","ENSG00000226287.3",1.18396462328008,1.6293636061648,15.7302292401043,0.000648800900790501,0.00504279754636083
"21836","HSPBP1",0.989026171549267,3.98524715200846,15.7181248413709,0.000651223880888262,0.0050579848613464
"5367","EIF3M",0.619290953429948,5.50726617472951,15.7176007386985,0.000651329016014804,0.0050579848613464
"17857","ENSG00000267743.1",-1.06719901268828,0.388755107270433,15.7172678077124,0.000651395811710462,0.0050579848613464
"22902","KLRC4",-1.63684009597618,0.60531371397208,15.7116548991281,0.000652523055784249,0.0050650765067843
"5198","EARS2",0.761403775302898,4.66365572541979,15.706111277912,0.00065363848264738,0.00507072724277579
"31095","RGS22",-1.44826155725684,-1.37315920541475,15.705908170043,0.000653679389438298,0.00507072724277579
"2849","CCDC85B",0.949830873596349,4.38881183867192,15.6862786063145,0.000657646131796699,0.00509773203198189
"29748","PMP2",-2.19748934309119,-0.685142113529518,15.6842765976195,0.000658052177228103,0.00509773203198189
"35678","TXNRD1",0.63417917937551,6.51046443342958,15.6833645594479,0.000658237246959605,0.00509773203198189
"574","ALDOC",0.927889465686366,3.44825010036737,15.6652314589155,0.000661928656213263,0.005124643863914
"14608","ENSG00000258232.2",1.03604316950677,6.16173793341235,15.6634481893784,0.000662292904677603,0.00512578768167448
"3658","CMBL",-0.963671067968227,5.39977085865553,15.6623054801409,0.000662526428505096,0.00512591934472489
"26889","MKI67",1.27882247894791,7.27221656100226,15.6572724625406,0.000663556049077716,0.00513085520532783
